   n, x, y, z
   0, 0, 0, 0
   1, 0, 0, 1
   8, 0, 0, 2
  27, 0, 0, 3
  64, 0, 0, 4
 125, 0, 0, 5
 216, 0, 0, 6
 343, 0, 0, 7
 512, 0, 0, 8
 729, 0, 0, 9
1000, 0, 0, 10
1331, 0, 0, 11
1728, 0, 0, 12
2197, 0, 0, 13
2744, 0, 0, 14
3375, 0, 0, 15
4096, 0, 0, 16
4913, 0, 0, 17
5832, 0, 0, 18
6859, 0, 0, 19
8000, 0, 0, 20
9261, 0, 0, 21
10648, 0, 0, 22
12167, 0, 0, 23
13824, 0, 0, 24
15625, 0, 0, 25
17576, 0, 0, 26
19683, 0, 0, 27
21952, 0, 0, 28
24389, 0, 0, 29
27000, 0, 0, 30
29791, 0, 0, 31
32768, 0, 0, 32
35937, 0, 0, 33
39304, 0, 0, 34
42875, 0, 0, 35
46656, 0, 0, 36
50653, 0, 0, 37
54872, 0, 0, 38
59319, 0, 0, 39
64000, 0, 0, 40
68921, 0, 0, 41
74088, 0, 0, 42
79507, 0, 0, 43
85184, 0, 0, 44
91125, 0, 0, 45
97336, 0, 0, 46
   2, 0, 1, 1
   9, 0, 1, 2
  28, 0, 1, 3
  65, 0, 1, 4
 126, 0, 1, 5
 217, 0, 1, 6
 344, 0, 1, 7
 513, 0, 1, 8
 730, 0, 1, 9
1001, 0, 1, 10
1332, 0, 1, 11
1729, 0, 1, 12
2198, 0, 1, 13
2745, 0, 1, 14
3376, 0, 1, 15
4097, 0, 1, 16
4914, 0, 1, 17
5833, 0, 1, 18
6860, 0, 1, 19
8001, 0, 1, 20
9262, 0, 1, 21
10649, 0, 1, 22
12168, 0, 1, 23
13825, 0, 1, 24
15626, 0, 1, 25
17577, 0, 1, 26
19684, 0, 1, 27
21953, 0, 1, 28
24390, 0, 1, 29
27001, 0, 1, 30
29792, 0, 1, 31
32769, 0, 1, 32
35938, 0, 1, 33
39305, 0, 1, 34
42876, 0, 1, 35
46657, 0, 1, 36
50654, 0, 1, 37
54873, 0, 1, 38
59320, 0, 1, 39
64001, 0, 1, 40
68922, 0, 1, 41
74089, 0, 1, 42
79508, 0, 1, 43
85185, 0, 1, 44
91126, 0, 1, 45
97337, 0, 1, 46
  16, 0, 2, 2
  35, 0, 2, 3
  72, 0, 2, 4
 133, 0, 2, 5
 224, 0, 2, 6
 351, 0, 2, 7
 520, 0, 2, 8
 737, 0, 2, 9
1008, 0, 2, 10
1339, 0, 2, 11
1736, 0, 2, 12
2205, 0, 2, 13
2752, 0, 2, 14
3383, 0, 2, 15
4104, 0, 2, 16
4921, 0, 2, 17
5840, 0, 2, 18
6867, 0, 2, 19
8008, 0, 2, 20
9269, 0, 2, 21
10656, 0, 2, 22
12175, 0, 2, 23
13832, 0, 2, 24
15633, 0, 2, 25
17584, 0, 2, 26
19691, 0, 2, 27
21960, 0, 2, 28
24397, 0, 2, 29
27008, 0, 2, 30
29799, 0, 2, 31
32776, 0, 2, 32
35945, 0, 2, 33
39312, 0, 2, 34
42883, 0, 2, 35
46664, 0, 2, 36
50661, 0, 2, 37
54880, 0, 2, 38
59327, 0, 2, 39
64008, 0, 2, 40
68929, 0, 2, 41
74096, 0, 2, 42
79515, 0, 2, 43
85192, 0, 2, 44
91133, 0, 2, 45
97344, 0, 2, 46
  54, 0, 3, 3
  91, 0, 3, 4
 152, 0, 3, 5
 243, 0, 3, 6
 370, 0, 3, 7
 539, 0, 3, 8
 756, 0, 3, 9
1027, 0, 3, 10
1358, 0, 3, 11
1755, 0, 3, 12
2224, 0, 3, 13
2771, 0, 3, 14
3402, 0, 3, 15
4123, 0, 3, 16
4940, 0, 3, 17
5859, 0, 3, 18
6886, 0, 3, 19
8027, 0, 3, 20
9288, 0, 3, 21
10675, 0, 3, 22
12194, 0, 3, 23
13851, 0, 3, 24
15652, 0, 3, 25
17603, 0, 3, 26
19710, 0, 3, 27
21979, 0, 3, 28
24416, 0, 3, 29
27027, 0, 3, 30
29818, 0, 3, 31
32795, 0, 3, 32
35964, 0, 3, 33
39331, 0, 3, 34
42902, 0, 3, 35
46683, 0, 3, 36
50680, 0, 3, 37
54899, 0, 3, 38
59346, 0, 3, 39
64027, 0, 3, 40
68948, 0, 3, 41
74115, 0, 3, 42
79534, 0, 3, 43
85211, 0, 3, 44
91152, 0, 3, 45
97363, 0, 3, 46
 128, 0, 4, 4
 189, 0, 4, 5
 280, 0, 4, 6
 407, 0, 4, 7
 576, 0, 4, 8
 793, 0, 4, 9
1064, 0, 4, 10
1395, 0, 4, 11
1792, 0, 4, 12
2261, 0, 4, 13
2808, 0, 4, 14
3439, 0, 4, 15
4160, 0, 4, 16
4977, 0, 4, 17
5896, 0, 4, 18
6923, 0, 4, 19
8064, 0, 4, 20
9325, 0, 4, 21
10712, 0, 4, 22
12231, 0, 4, 23
13888, 0, 4, 24
15689, 0, 4, 25
17640, 0, 4, 26
19747, 0, 4, 27
22016, 0, 4, 28
24453, 0, 4, 29
27064, 0, 4, 30
29855, 0, 4, 31
32832, 0, 4, 32
36001, 0, 4, 33
39368, 0, 4, 34
42939, 0, 4, 35
46720, 0, 4, 36
50717, 0, 4, 37
54936, 0, 4, 38
59383, 0, 4, 39
64064, 0, 4, 40
68985, 0, 4, 41
74152, 0, 4, 42
79571, 0, 4, 43
85248, 0, 4, 44
91189, 0, 4, 45
97400, 0, 4, 46
 250, 0, 5, 5
 341, 0, 5, 6
 468, 0, 5, 7
 637, 0, 5, 8
 854, 0, 5, 9
1125, 0, 5, 10
1456, 0, 5, 11
1853, 0, 5, 12
2322, 0, 5, 13
2869, 0, 5, 14
3500, 0, 5, 15
4221, 0, 5, 16
5038, 0, 5, 17
5957, 0, 5, 18
6984, 0, 5, 19
8125, 0, 5, 20
9386, 0, 5, 21
10773, 0, 5, 22
12292, 0, 5, 23
13949, 0, 5, 24
15750, 0, 5, 25
17701, 0, 5, 26
19808, 0, 5, 27
22077, 0, 5, 28
24514, 0, 5, 29
27125, 0, 5, 30
29916, 0, 5, 31
32893, 0, 5, 32
36062, 0, 5, 33
39429, 0, 5, 34
43000, 0, 5, 35
46781, 0, 5, 36
50778, 0, 5, 37
54997, 0, 5, 38
59444, 0, 5, 39
64125, 0, 5, 40
69046, 0, 5, 41
74213, 0, 5, 42
79632, 0, 5, 43
85309, 0, 5, 44
91250, 0, 5, 45
97461, 0, 5, 46
 432, 0, 6, 6
 559, 0, 6, 7
 728, 0, 6, 8
 945, 0, 6, 9
1216, 0, 6, 10
1547, 0, 6, 11
1944, 0, 6, 12
2413, 0, 6, 13
2960, 0, 6, 14
3591, 0, 6, 15
4312, 0, 6, 16
5129, 0, 6, 17
6048, 0, 6, 18
7075, 0, 6, 19
8216, 0, 6, 20
9477, 0, 6, 21
10864, 0, 6, 22
12383, 0, 6, 23
14040, 0, 6, 24
15841, 0, 6, 25
17792, 0, 6, 26
19899, 0, 6, 27
22168, 0, 6, 28
24605, 0, 6, 29
27216, 0, 6, 30
30007, 0, 6, 31
32984, 0, 6, 32
36153, 0, 6, 33
39520, 0, 6, 34
43091, 0, 6, 35
46872, 0, 6, 36
50869, 0, 6, 37
55088, 0, 6, 38
59535, 0, 6, 39
64216, 0, 6, 40
69137, 0, 6, 41
74304, 0, 6, 42
79723, 0, 6, 43
85400, 0, 6, 44
91341, 0, 6, 45
97552, 0, 6, 46
 686, 0, 7, 7
 855, 0, 7, 8
1072, 0, 7, 9
1343, 0, 7, 10
1674, 0, 7, 11
2071, 0, 7, 12
2540, 0, 7, 13
3087, 0, 7, 14
3718, 0, 7, 15
4439, 0, 7, 16
5256, 0, 7, 17
6175, 0, 7, 18
7202, 0, 7, 19
8343, 0, 7, 20
9604, 0, 7, 21
10991, 0, 7, 22
12510, 0, 7, 23
14167, 0, 7, 24
15968, 0, 7, 25
17919, 0, 7, 26
20026, 0, 7, 27
22295, 0, 7, 28
24732, 0, 7, 29
27343, 0, 7, 30
30134, 0, 7, 31
33111, 0, 7, 32
36280, 0, 7, 33
39647, 0, 7, 34
43218, 0, 7, 35
46999, 0, 7, 36
50996, 0, 7, 37
55215, 0, 7, 38
59662, 0, 7, 39
64343, 0, 7, 40
69264, 0, 7, 41
74431, 0, 7, 42
79850, 0, 7, 43
85527, 0, 7, 44
91468, 0, 7, 45
97679, 0, 7, 46
1024, 0, 8, 8
1241, 0, 8, 9
1512, 0, 8, 10
1843, 0, 8, 11
2240, 0, 8, 12
2709, 0, 8, 13
3256, 0, 8, 14
3887, 0, 8, 15
4608, 0, 8, 16
5425, 0, 8, 17
6344, 0, 8, 18
7371, 0, 8, 19
8512, 0, 8, 20
9773, 0, 8, 21
11160, 0, 8, 22
12679, 0, 8, 23
14336, 0, 8, 24
16137, 0, 8, 25
18088, 0, 8, 26
20195, 0, 8, 27
22464, 0, 8, 28
24901, 0, 8, 29
27512, 0, 8, 30
30303, 0, 8, 31
33280, 0, 8, 32
36449, 0, 8, 33
39816, 0, 8, 34
43387, 0, 8, 35
47168, 0, 8, 36
51165, 0, 8, 37
55384, 0, 8, 38
59831, 0, 8, 39
64512, 0, 8, 40
69433, 0, 8, 41
74600, 0, 8, 42
80019, 0, 8, 43
85696, 0, 8, 44
91637, 0, 8, 45
97848, 0, 8, 46
1458, 0, 9, 9
2060, 0, 9, 11
2457, 0, 9, 12
2926, 0, 9, 13
3473, 0, 9, 14
4825, 0, 9, 16
5642, 0, 9, 17
6561, 0, 9, 18
7588, 0, 9, 19
8729, 0, 9, 20
9990, 0, 9, 21
11377, 0, 9, 22
12896, 0, 9, 23
14553, 0, 9, 24
16354, 0, 9, 25
18305, 0, 9, 26
20412, 0, 9, 27
22681, 0, 9, 28
25118, 0, 9, 29
27729, 0, 9, 30
30520, 0, 9, 31
33497, 0, 9, 32
36666, 0, 9, 33
40033, 0, 9, 34
43604, 0, 9, 35
47385, 0, 9, 36
51382, 0, 9, 37
55601, 0, 9, 38
60048, 0, 9, 39
64729, 0, 9, 40
69650, 0, 9, 41
74817, 0, 9, 42
80236, 0, 9, 43
85913, 0, 9, 44
91854, 0, 9, 45
98065, 0, 9, 46
2000, 0, 10, 10
2331, 0, 10, 11
2728, 0, 10, 12
3197, 0, 10, 13
3744, 0, 10, 14
4375, 0, 10, 15
5096, 0, 10, 16
5913, 0, 10, 17
6832, 0, 10, 18
7859, 0, 10, 19
9000, 0, 10, 20
10261, 0, 10, 21
11648, 0, 10, 22
13167, 0, 10, 23
14824, 0, 10, 24
16625, 0, 10, 25
18576, 0, 10, 26
20683, 0, 10, 27
22952, 0, 10, 28
25389, 0, 10, 29
28000, 0, 10, 30
30791, 0, 10, 31
33768, 0, 10, 32
36937, 0, 10, 33
40304, 0, 10, 34
43875, 0, 10, 35
47656, 0, 10, 36
51653, 0, 10, 37
55872, 0, 10, 38
60319, 0, 10, 39
65000, 0, 10, 40
69921, 0, 10, 41
75088, 0, 10, 42
80507, 0, 10, 43
86184, 0, 10, 44
92125, 0, 10, 45
98336, 0, 10, 46
2662, 0, 11, 11
3059, 0, 11, 12
3528, 0, 11, 13
4075, 0, 11, 14
4706, 0, 11, 15
5427, 0, 11, 16
6244, 0, 11, 17
7163, 0, 11, 18
8190, 0, 11, 19
9331, 0, 11, 20
10592, 0, 11, 21
11979, 0, 11, 22
13498, 0, 11, 23
15155, 0, 11, 24
16956, 0, 11, 25
18907, 0, 11, 26
21014, 0, 11, 27
23283, 0, 11, 28
25720, 0, 11, 29
28331, 0, 11, 30
31122, 0, 11, 31
34099, 0, 11, 32
37268, 0, 11, 33
40635, 0, 11, 34
44206, 0, 11, 35
47987, 0, 11, 36
51984, 0, 11, 37
56203, 0, 11, 38
60650, 0, 11, 39
65331, 0, 11, 40
70252, 0, 11, 41
75419, 0, 11, 42
80838, 0, 11, 43
86515, 0, 11, 44
92456, 0, 11, 45
98667, 0, 11, 46
3456, 0, 12, 12
3925, 0, 12, 13
4472, 0, 12, 14
5103, 0, 12, 15
5824, 0, 12, 16
6641, 0, 12, 17
7560, 0, 12, 18
8587, 0, 12, 19
9728, 0, 12, 20
10989, 0, 12, 21
12376, 0, 12, 22
13895, 0, 12, 23
15552, 0, 12, 24
17353, 0, 12, 25
19304, 0, 12, 26
21411, 0, 12, 27
23680, 0, 12, 28
26117, 0, 12, 29
28728, 0, 12, 30
31519, 0, 12, 31
34496, 0, 12, 32
37665, 0, 12, 33
41032, 0, 12, 34
44603, 0, 12, 35
48384, 0, 12, 36
52381, 0, 12, 37
56600, 0, 12, 38
61047, 0, 12, 39
65728, 0, 12, 40
70649, 0, 12, 41
75816, 0, 12, 42
81235, 0, 12, 43
86912, 0, 12, 44
92853, 0, 12, 45
99064, 0, 12, 46
4394, 0, 13, 13
4941, 0, 13, 14
5572, 0, 13, 15
6293, 0, 13, 16
7110, 0, 13, 17
8029, 0, 13, 18
9056, 0, 13, 19
10197, 0, 13, 20
11458, 0, 13, 21
12845, 0, 13, 22
14364, 0, 13, 23
16021, 0, 13, 24
17822, 0, 13, 25
19773, 0, 13, 26
21880, 0, 13, 27
24149, 0, 13, 28
26586, 0, 13, 29
29197, 0, 13, 30
31988, 0, 13, 31
34965, 0, 13, 32
38134, 0, 13, 33
41501, 0, 13, 34
45072, 0, 13, 35
48853, 0, 13, 36
52850, 0, 13, 37
57069, 0, 13, 38
61516, 0, 13, 39
66197, 0, 13, 40
71118, 0, 13, 41
76285, 0, 13, 42
81704, 0, 13, 43
87381, 0, 13, 44
93322, 0, 13, 45
99533, 0, 13, 46
5488, 0, 14, 14
6119, 0, 14, 15
6840, 0, 14, 16
7657, 0, 14, 17
8576, 0, 14, 18
9603, 0, 14, 19
10744, 0, 14, 20
12005, 0, 14, 21
13392, 0, 14, 22
14911, 0, 14, 23
16568, 0, 14, 24
18369, 0, 14, 25
20320, 0, 14, 26
22427, 0, 14, 27
24696, 0, 14, 28
27133, 0, 14, 29
29744, 0, 14, 30
32535, 0, 14, 31
35512, 0, 14, 32
38681, 0, 14, 33
42048, 0, 14, 34
45619, 0, 14, 35
49400, 0, 14, 36
53397, 0, 14, 37
57616, 0, 14, 38
62063, 0, 14, 39
66744, 0, 14, 40
71665, 0, 14, 41
76832, 0, 14, 42
82251, 0, 14, 43
87928, 0, 14, 44
93869, 0, 14, 45
6750, 0, 15, 15
7471, 0, 15, 16
8288, 0, 15, 17
9207, 0, 15, 18
10234, 0, 15, 19
11375, 0, 15, 20
12636, 0, 15, 21
14023, 0, 15, 22
15542, 0, 15, 23
17199, 0, 15, 24
19000, 0, 15, 25
20951, 0, 15, 26
23058, 0, 15, 27
25327, 0, 15, 28
27764, 0, 15, 29
30375, 0, 15, 30
33166, 0, 15, 31
36143, 0, 15, 32
42679, 0, 15, 34
46250, 0, 15, 35
50031, 0, 15, 36
54028, 0, 15, 37
58247, 0, 15, 38
62694, 0, 15, 39
67375, 0, 15, 40
72296, 0, 15, 41
77463, 0, 15, 42
82882, 0, 15, 43
88559, 0, 15, 44
94500, 0, 15, 45
8192, 0, 16, 16
9009, 0, 16, 17
9928, 0, 16, 18
10955, 0, 16, 19
12096, 0, 16, 20
13357, 0, 16, 21
14744, 0, 16, 22
16263, 0, 16, 23
17920, 0, 16, 24
19721, 0, 16, 25
21672, 0, 16, 26
23779, 0, 16, 27
26048, 0, 16, 28
28485, 0, 16, 29
31096, 0, 16, 30
33887, 0, 16, 31
36864, 0, 16, 32
43400, 0, 16, 34
46971, 0, 16, 35
50752, 0, 16, 36
54749, 0, 16, 37
58968, 0, 16, 38
63415, 0, 16, 39
68096, 0, 16, 40
73017, 0, 16, 41
78184, 0, 16, 42
83603, 0, 16, 43
89280, 0, 16, 44
95221, 0, 16, 45
9826, 0, 17, 17
10745, 0, 17, 18
11772, 0, 17, 19
12913, 0, 17, 20
14174, 0, 17, 21
15561, 0, 17, 22
17080, 0, 17, 23
18737, 0, 17, 24
20538, 0, 17, 25
22489, 0, 17, 26
24596, 0, 17, 27
26865, 0, 17, 28
29302, 0, 17, 29
31913, 0, 17, 30
34704, 0, 17, 31
37681, 0, 17, 32
40850, 0, 17, 33
44217, 0, 17, 34
47788, 0, 17, 35
51569, 0, 17, 36
55566, 0, 17, 37
59785, 0, 17, 38
64232, 0, 17, 39
68913, 0, 17, 40
73834, 0, 17, 41
79001, 0, 17, 42
84420, 0, 17, 43
90097, 0, 17, 44
96038, 0, 17, 45
11664, 0, 18, 18
12691, 0, 18, 19
15093, 0, 18, 21
16480, 0, 18, 22
17999, 0, 18, 23
19656, 0, 18, 24
21457, 0, 18, 25
23408, 0, 18, 26
25515, 0, 18, 27
27784, 0, 18, 28
30221, 0, 18, 29
35623, 0, 18, 31
38600, 0, 18, 32
41769, 0, 18, 33
45136, 0, 18, 34
48707, 0, 18, 35
52488, 0, 18, 36
56485, 0, 18, 37
60704, 0, 18, 38
65151, 0, 18, 39
69832, 0, 18, 40
74753, 0, 18, 41
79920, 0, 18, 42
85339, 0, 18, 43
91016, 0, 18, 44
96957, 0, 18, 45
13718, 0, 19, 19
14859, 0, 19, 20
16120, 0, 19, 21
17507, 0, 19, 22
19026, 0, 19, 23
22484, 0, 19, 25
24435, 0, 19, 26
26542, 0, 19, 27
28811, 0, 19, 28
31248, 0, 19, 29
33859, 0, 19, 30
36650, 0, 19, 31
39627, 0, 19, 32
42796, 0, 19, 33
46163, 0, 19, 34
49734, 0, 19, 35
53515, 0, 19, 36
57512, 0, 19, 37
61731, 0, 19, 38
66178, 0, 19, 39
70859, 0, 19, 40
75780, 0, 19, 41
80947, 0, 19, 42
86366, 0, 19, 43
92043, 0, 19, 44
97984, 0, 19, 45
16000, 0, 20, 20
17261, 0, 20, 21
18648, 0, 20, 22
20167, 0, 20, 23
21824, 0, 20, 24
23625, 0, 20, 25
25576, 0, 20, 26
27683, 0, 20, 27
29952, 0, 20, 28
32389, 0, 20, 29
35000, 0, 20, 30
37791, 0, 20, 31
40768, 0, 20, 32
43937, 0, 20, 33
47304, 0, 20, 34
50875, 0, 20, 35
54656, 0, 20, 36
58653, 0, 20, 37
62872, 0, 20, 38
67319, 0, 20, 39
72000, 0, 20, 40
76921, 0, 20, 41
82088, 0, 20, 42
87507, 0, 20, 43
93184, 0, 20, 44
99125, 0, 20, 45
18522, 0, 21, 21
19909, 0, 21, 22
21428, 0, 21, 23
23085, 0, 21, 24
24886, 0, 21, 25
26837, 0, 21, 26
28944, 0, 21, 27
31213, 0, 21, 28
33650, 0, 21, 29
36261, 0, 21, 30
39052, 0, 21, 31
42029, 0, 21, 32
45198, 0, 21, 33
48565, 0, 21, 34
52136, 0, 21, 35
55917, 0, 21, 36
59914, 0, 21, 37
64133, 0, 21, 38
68580, 0, 21, 39
73261, 0, 21, 40
78182, 0, 21, 41
83349, 0, 21, 42
88768, 0, 21, 43
94445, 0, 21, 44
21296, 0, 22, 22
22815, 0, 22, 23
24472, 0, 22, 24
26273, 0, 22, 25
28224, 0, 22, 26
30331, 0, 22, 27
32600, 0, 22, 28
35037, 0, 22, 29
37648, 0, 22, 30
40439, 0, 22, 31
43416, 0, 22, 32
46585, 0, 22, 33
49952, 0, 22, 34
53523, 0, 22, 35
57304, 0, 22, 36
61301, 0, 22, 37
65520, 0, 22, 38
69967, 0, 22, 39
74648, 0, 22, 40
79569, 0, 22, 41
84736, 0, 22, 42
90155, 0, 22, 43
95832, 0, 22, 44
24334, 0, 23, 23
25991, 0, 23, 24
27792, 0, 23, 25
29743, 0, 23, 26
31850, 0, 23, 27
34119, 0, 23, 28
36556, 0, 23, 29
39167, 0, 23, 30
41958, 0, 23, 31
44935, 0, 23, 32
48104, 0, 23, 33
51471, 0, 23, 34
55042, 0, 23, 35
58823, 0, 23, 36
62820, 0, 23, 37
67039, 0, 23, 38
71486, 0, 23, 39
76167, 0, 23, 40
81088, 0, 23, 41
86255, 0, 23, 42
91674, 0, 23, 43
97351, 0, 23, 44
27648, 0, 24, 24
29449, 0, 24, 25
31400, 0, 24, 26
33507, 0, 24, 27
35776, 0, 24, 28
38213, 0, 24, 29
40824, 0, 24, 30
43615, 0, 24, 31
46592, 0, 24, 32
49761, 0, 24, 33
53128, 0, 24, 34
56699, 0, 24, 35
60480, 0, 24, 36
64477, 0, 24, 37
68696, 0, 24, 38
73143, 0, 24, 39
77824, 0, 24, 40
82745, 0, 24, 41
87912, 0, 24, 42
93331, 0, 24, 43
99008, 0, 24, 44
31250, 0, 25, 25
33201, 0, 25, 26
35308, 0, 25, 27
37577, 0, 25, 28
40014, 0, 25, 29
42625, 0, 25, 30
45416, 0, 25, 31
48393, 0, 25, 32
51562, 0, 25, 33
54929, 0, 25, 34
58500, 0, 25, 35
62281, 0, 25, 36
66278, 0, 25, 37
70497, 0, 25, 38
74944, 0, 25, 39
79625, 0, 25, 40
84546, 0, 25, 41
89713, 0, 25, 42
95132, 0, 25, 43
35152, 0, 26, 26
37259, 0, 26, 27
39528, 0, 26, 28
41965, 0, 26, 29
44576, 0, 26, 30
47367, 0, 26, 31
50344, 0, 26, 32
53513, 0, 26, 33
56880, 0, 26, 34
60451, 0, 26, 35
68229, 0, 26, 37
72448, 0, 26, 38
76895, 0, 26, 39
81576, 0, 26, 40
86497, 0, 26, 41
91664, 0, 26, 42
97083, 0, 26, 43
39366, 0, 27, 27
41635, 0, 27, 28
44072, 0, 27, 29
49474, 0, 27, 31
52451, 0, 27, 32
55620, 0, 27, 33
58987, 0, 27, 34
62558, 0, 27, 35
66339, 0, 27, 36
70336, 0, 27, 37
74555, 0, 27, 38
79002, 0, 27, 39
83683, 0, 27, 40
88604, 0, 27, 41
93771, 0, 27, 42
99190, 0, 27, 43
43904, 0, 28, 28
46341, 0, 28, 29
48952, 0, 28, 30
51743, 0, 28, 31
54720, 0, 28, 32
57889, 0, 28, 33
61256, 0, 28, 34
64827, 0, 28, 35
68608, 0, 28, 36
72605, 0, 28, 37
76824, 0, 28, 38
81271, 0, 28, 39
85952, 0, 28, 40
90873, 0, 28, 41
96040, 0, 28, 42
48778, 0, 29, 29
51389, 0, 29, 30
54180, 0, 29, 31
57157, 0, 29, 32
60326, 0, 29, 33
63693, 0, 29, 34
67264, 0, 29, 35
71045, 0, 29, 36
75042, 0, 29, 37
79261, 0, 29, 38
83708, 0, 29, 39
88389, 0, 29, 40
93310, 0, 29, 41
98477, 0, 29, 42
54000, 0, 30, 30
56791, 0, 30, 31
59768, 0, 30, 32
62937, 0, 30, 33
66304, 0, 30, 34
69875, 0, 30, 35
73656, 0, 30, 36
77653, 0, 30, 37
81872, 0, 30, 38
86319, 0, 30, 39
91000, 0, 30, 40
95921, 0, 30, 41
59582, 0, 31, 31
62559, 0, 31, 32
69095, 0, 31, 34
72666, 0, 31, 35
76447, 0, 31, 36
80444, 0, 31, 37
84663, 0, 31, 38
89110, 0, 31, 39
93791, 0, 31, 40
98712, 0, 31, 41
65536, 0, 32, 32
68705, 0, 32, 33
72072, 0, 32, 34
75643, 0, 32, 35
79424, 0, 32, 36
83421, 0, 32, 37
87640, 0, 32, 38
92087, 0, 32, 39
96768, 0, 32, 40
71874, 0, 33, 33
75241, 0, 33, 34
78812, 0, 33, 35
82593, 0, 33, 36
86590, 0, 33, 37
90809, 0, 33, 38
95256, 0, 33, 39
99937, 0, 33, 40
78608, 0, 34, 34
82179, 0, 34, 35
85960, 0, 34, 36
89957, 0, 34, 37
94176, 0, 34, 38
98623, 0, 34, 39
85750, 0, 35, 35
89531, 0, 35, 36
93528, 0, 35, 37
97747, 0, 35, 38
93312, 0, 36, 36
97309, 0, 36, 37
   3, 1, 1, 1
  10, 1, 1, 2
  29, 1, 1, 3
  66, 1, 1, 4
 127, 1, 1, 5
 218, 1, 1, 6
 345, 1, 1, 7
 514, 1, 1, 8
 731, 1, 1, 9
1002, 1, 1, 10
1333, 1, 1, 11
1730, 1, 1, 12
2199, 1, 1, 13
2746, 1, 1, 14
3377, 1, 1, 15
4098, 1, 1, 16
4915, 1, 1, 17
5834, 1, 1, 18
6861, 1, 1, 19
8002, 1, 1, 20
9263, 1, 1, 21
10650, 1, 1, 22
12169, 1, 1, 23
13826, 1, 1, 24
15627, 1, 1, 25
17578, 1, 1, 26
19685, 1, 1, 27
21954, 1, 1, 28
24391, 1, 1, 29
27002, 1, 1, 30
29793, 1, 1, 31
32770, 1, 1, 32
35939, 1, 1, 33
39306, 1, 1, 34
42877, 1, 1, 35
46658, 1, 1, 36
50655, 1, 1, 37
54874, 1, 1, 38
59321, 1, 1, 39
64002, 1, 1, 40
68923, 1, 1, 41
74090, 1, 1, 42
79509, 1, 1, 43
85186, 1, 1, 44
91127, 1, 1, 45
97338, 1, 1, 46
  17, 1, 2, 2
  36, 1, 2, 3
  73, 1, 2, 4
 134, 1, 2, 5
 225, 1, 2, 6
 352, 1, 2, 7
 521, 1, 2, 8
 738, 1, 2, 9
1009, 1, 2, 10
1340, 1, 2, 11
1737, 1, 2, 12
2206, 1, 2, 13
2753, 1, 2, 14
3384, 1, 2, 15
4105, 1, 2, 16
4922, 1, 2, 17
5841, 1, 2, 18
6868, 1, 2, 19
8009, 1, 2, 20
9270, 1, 2, 21
10657, 1, 2, 22
12176, 1, 2, 23
13833, 1, 2, 24
15634, 1, 2, 25
17585, 1, 2, 26
19692, 1, 2, 27
21961, 1, 2, 28
24398, 1, 2, 29
27009, 1, 2, 30
29800, 1, 2, 31
32777, 1, 2, 32
35946, 1, 2, 33
39313, 1, 2, 34
42884, 1, 2, 35
46665, 1, 2, 36
50662, 1, 2, 37
54881, 1, 2, 38
59328, 1, 2, 39
64009, 1, 2, 40
68930, 1, 2, 41
74097, 1, 2, 42
79516, 1, 2, 43
85193, 1, 2, 44
91134, 1, 2, 45
97345, 1, 2, 46
  55, 1, 3, 3
  92, 1, 3, 4
 153, 1, 3, 5
 244, 1, 3, 6
 371, 1, 3, 7
 540, 1, 3, 8
 757, 1, 3, 9
1028, 1, 3, 10
1359, 1, 3, 11
1756, 1, 3, 12
2225, 1, 3, 13
2772, 1, 3, 14
3403, 1, 3, 15
4124, 1, 3, 16
5860, 1, 3, 18
6887, 1, 3, 19
8028, 1, 3, 20
9289, 1, 3, 21
10676, 1, 3, 22
12195, 1, 3, 23
13852, 1, 3, 24
15653, 1, 3, 25
17604, 1, 3, 26
19711, 1, 3, 27
21980, 1, 3, 28
24417, 1, 3, 29
27028, 1, 3, 30
29819, 1, 3, 31
32796, 1, 3, 32
35965, 1, 3, 33
39332, 1, 3, 34
42903, 1, 3, 35
46684, 1, 3, 36
50681, 1, 3, 37
54900, 1, 3, 38
59347, 1, 3, 39
64028, 1, 3, 40
68949, 1, 3, 41
74116, 1, 3, 42
79535, 1, 3, 43
85212, 1, 3, 44
91153, 1, 3, 45
97364, 1, 3, 46
 129, 1, 4, 4
 190, 1, 4, 5
 281, 1, 4, 6
 408, 1, 4, 7
 577, 1, 4, 8
 794, 1, 4, 9
1065, 1, 4, 10
1396, 1, 4, 11
1793, 1, 4, 12
2262, 1, 4, 13
2809, 1, 4, 14
3440, 1, 4, 15
4161, 1, 4, 16
4978, 1, 4, 17
5897, 1, 4, 18
6924, 1, 4, 19
8065, 1, 4, 20
9326, 1, 4, 21
10713, 1, 4, 22
12232, 1, 4, 23
13889, 1, 4, 24
15690, 1, 4, 25
17641, 1, 4, 26
19748, 1, 4, 27
22017, 1, 4, 28
24454, 1, 4, 29
27065, 1, 4, 30
29856, 1, 4, 31
32833, 1, 4, 32
36002, 1, 4, 33
39369, 1, 4, 34
42940, 1, 4, 35
46721, 1, 4, 36
50718, 1, 4, 37
54937, 1, 4, 38
59384, 1, 4, 39
64065, 1, 4, 40
68986, 1, 4, 41
74153, 1, 4, 42
79572, 1, 4, 43
85249, 1, 4, 44
91190, 1, 4, 45
97401, 1, 4, 46
 251, 1, 5, 5
 342, 1, 5, 6
 469, 1, 5, 7
