   n, x, y, z
55909, 7, 17, 37
60128, 7, 17, 38
64575, 7, 17, 39
69256, 7, 17, 40
74177, 7, 17, 41
79344, 7, 17, 42
90440, 7, 17, 44
96381, 7, 17, 45
12007, 7, 18, 18
13034, 7, 18, 19
15436, 7, 18, 21
16823, 7, 18, 22
18342, 7, 18, 23
19999, 7, 18, 24
21800, 7, 18, 25
23751, 7, 18, 26
25858, 7, 18, 27
28127, 7, 18, 28
30564, 7, 18, 29
35966, 7, 18, 31
38943, 7, 18, 32
45479, 7, 18, 34
49050, 7, 18, 35
52831, 7, 18, 36
56828, 7, 18, 37
65494, 7, 18, 39
70175, 7, 18, 40
85682, 7, 18, 43
91359, 7, 18, 44
97300, 7, 18, 45
14061, 7, 19, 19
15202, 7, 19, 20
16463, 7, 19, 21
17850, 7, 19, 22
19369, 7, 19, 23
22827, 7, 19, 25
24778, 7, 19, 26
26885, 7, 19, 27
29154, 7, 19, 28
31591, 7, 19, 29
34202, 7, 19, 30
36993, 7, 19, 31
39970, 7, 19, 32
43139, 7, 19, 33
46506, 7, 19, 34
53858, 7, 19, 36
57855, 7, 19, 37
62074, 7, 19, 38
66521, 7, 19, 39
71202, 7, 19, 40
76123, 7, 19, 41
81290, 7, 19, 42
86709, 7, 19, 43
92386, 7, 19, 44
98327, 7, 19, 45
16343, 7, 20, 20
18991, 7, 20, 22
20510, 7, 20, 23
22167, 7, 20, 24
23968, 7, 20, 25
25919, 7, 20, 26
28026, 7, 20, 27
30295, 7, 20, 28
32732, 7, 20, 29
35343, 7, 20, 30
41111, 7, 20, 32
44280, 7, 20, 33
47647, 7, 20, 34
51218, 7, 20, 35
54999, 7, 20, 36
58996, 7, 20, 37
63215, 7, 20, 38
67662, 7, 20, 39
72343, 7, 20, 40
77264, 7, 20, 41
82431, 7, 20, 42
87850, 7, 20, 43
93527, 7, 20, 44
99468, 7, 20, 45
18865, 7, 21, 21
20252, 7, 21, 22
21771, 7, 21, 23
23428, 7, 21, 24
25229, 7, 21, 25
27180, 7, 21, 26
29287, 7, 21, 27
31556, 7, 21, 28
33993, 7, 21, 29
36604, 7, 21, 30
42372, 7, 21, 32
48908, 7, 21, 34
52479, 7, 21, 35
56260, 7, 21, 36
60257, 7, 21, 37
64476, 7, 21, 38
73604, 7, 21, 40
78525, 7, 21, 41
83692, 7, 21, 42
94788, 7, 21, 44
21639, 7, 22, 22
23158, 7, 22, 23
24815, 7, 22, 24
26616, 7, 22, 25
28567, 7, 22, 26
30674, 7, 22, 27
32943, 7, 22, 28
35380, 7, 22, 29
37991, 7, 22, 30
40782, 7, 22, 31
43759, 7, 22, 32
46928, 7, 22, 33
50295, 7, 22, 34
53866, 7, 22, 35
57647, 7, 22, 36
61644, 7, 22, 37
65863, 7, 22, 38
70310, 7, 22, 39
74991, 7, 22, 40
79912, 7, 22, 41
85079, 7, 22, 42
90498, 7, 22, 43
96175, 7, 22, 44
24677, 7, 23, 23
26334, 7, 23, 24
28135, 7, 23, 25
30086, 7, 23, 26
32193, 7, 23, 27
34462, 7, 23, 28
36899, 7, 23, 29
39510, 7, 23, 30
42301, 7, 23, 31
45278, 7, 23, 32
48447, 7, 23, 33
51814, 7, 23, 34
59166, 7, 23, 36
63163, 7, 23, 37
67382, 7, 23, 38
71829, 7, 23, 39
76510, 7, 23, 40
81431, 7, 23, 41
92017, 7, 23, 43
97694, 7, 23, 44
27991, 7, 24, 24
31743, 7, 24, 26
33850, 7, 24, 27
36119, 7, 24, 28
38556, 7, 24, 29
41167, 7, 24, 30
43958, 7, 24, 31
46935, 7, 24, 32
50104, 7, 24, 33
53471, 7, 24, 34
57042, 7, 24, 35
60823, 7, 24, 36
64820, 7, 24, 37
69039, 7, 24, 38
73486, 7, 24, 39
78167, 7, 24, 40
83088, 7, 24, 41
88255, 7, 24, 42
93674, 7, 24, 43
99351, 7, 24, 44
31593, 7, 25, 25
33544, 7, 25, 26
35651, 7, 25, 27
37920, 7, 25, 28
40357, 7, 25, 29
42968, 7, 25, 30
45759, 7, 25, 31
48736, 7, 25, 32
51905, 7, 25, 33
55272, 7, 25, 34
58843, 7, 25, 35
62624, 7, 25, 36
66621, 7, 25, 37
70840, 7, 25, 38
75287, 7, 25, 39
79968, 7, 25, 40
84889, 7, 25, 41
90056, 7, 25, 42
95475, 7, 25, 43
35495, 7, 26, 26
37602, 7, 26, 27
39871, 7, 26, 28
42308, 7, 26, 29
44919, 7, 26, 30
47710, 7, 26, 31
50687, 7, 26, 32
53856, 7, 26, 33
57223, 7, 26, 34
60794, 7, 26, 35
68572, 7, 26, 37
77238, 7, 26, 39
81919, 7, 26, 40
86840, 7, 26, 41
92007, 7, 26, 42
97426, 7, 26, 43
39709, 7, 27, 27
41978, 7, 27, 28
44415, 7, 27, 29
49817, 7, 27, 31
52794, 7, 27, 32
55963, 7, 27, 33
59330, 7, 27, 34
62901, 7, 27, 35
66682, 7, 27, 36
70679, 7, 27, 37
74898, 7, 27, 38
79345, 7, 27, 39
84026, 7, 27, 40
88947, 7, 27, 41
94114, 7, 27, 42
44247, 7, 28, 28
49295, 7, 28, 30
52086, 7, 28, 31
55063, 7, 28, 32
58232, 7, 28, 33
61599, 7, 28, 34
65170, 7, 28, 35
68951, 7, 28, 36
72948, 7, 28, 37
77167, 7, 28, 38
81614, 7, 28, 39
86295, 7, 28, 40
96383, 7, 28, 42
49121, 7, 29, 29
51732, 7, 29, 30
54523, 7, 29, 31
57500, 7, 29, 32
60669, 7, 29, 33
64036, 7, 29, 34
67607, 7, 29, 35
71388, 7, 29, 36
75385, 7, 29, 37
79604, 7, 29, 38
84051, 7, 29, 39
88732, 7, 29, 40
98820, 7, 29, 42
54343, 7, 30, 30
57134, 7, 30, 31
60111, 7, 30, 32
63280, 7, 30, 33
66647, 7, 30, 34
70218, 7, 30, 35
73999, 7, 30, 36
77996, 7, 30, 37
82215, 7, 30, 38
86662, 7, 30, 39
91343, 7, 30, 40
96264, 7, 30, 41
59925, 7, 31, 31
62902, 7, 31, 32
69438, 7, 31, 34
73009, 7, 31, 35
76790, 7, 31, 36
80787, 7, 31, 37
85006, 7, 31, 38
89453, 7, 31, 39
94134, 7, 31, 40
99055, 7, 31, 41
65879, 7, 32, 32
69048, 7, 32, 33
72415, 7, 32, 34
75986, 7, 32, 35
79767, 7, 32, 36
83764, 7, 32, 37
87983, 7, 32, 38
92430, 7, 32, 39
97111, 7, 32, 40
72217, 7, 33, 33
75584, 7, 33, 34
79155, 7, 33, 35
82936, 7, 33, 36
86933, 7, 33, 37
95599, 7, 33, 39
78951, 7, 34, 34
82522, 7, 34, 35
86303, 7, 34, 36
90300, 7, 34, 37
94519, 7, 34, 38
98966, 7, 34, 39
86093, 7, 35, 35
89874, 7, 35, 36
93871, 7, 35, 37
98090, 7, 35, 38
93655, 7, 36, 36
97652, 7, 36, 37
1536, 8, 8, 8
1753, 8, 8, 9
2024, 8, 8, 10
2355, 8, 8, 11
3221, 8, 8, 13
3768, 8, 8, 14
4399, 8, 8, 15
5120, 8, 8, 16
5937, 8, 8, 17
6856, 8, 8, 18
7883, 8, 8, 19
9024, 8, 8, 20
10285, 8, 8, 21
13191, 8, 8, 23
14848, 8, 8, 24
16649, 8, 8, 25
18600, 8, 8, 26
20707, 8, 8, 27
22976, 8, 8, 28
25413, 8, 8, 29
28024, 8, 8, 30
30815, 8, 8, 31
33792, 8, 8, 32
36961, 8, 8, 33
40328, 8, 8, 34
43899, 8, 8, 35
47680, 8, 8, 36
51677, 8, 8, 37
55896, 8, 8, 38
60343, 8, 8, 39
65024, 8, 8, 40
69945, 8, 8, 41
75112, 8, 8, 42
80531, 8, 8, 43
86208, 8, 8, 44
92149, 8, 8, 45
98360, 8, 8, 46
1970, 8, 9, 9
2572, 8, 9, 11
2969, 8, 9, 12
3438, 8, 9, 13
3985, 8, 9, 14
5337, 8, 9, 16
6154, 8, 9, 17
7073, 8, 9, 18
8100, 8, 9, 19
9241, 8, 9, 20
10502, 8, 9, 21
11889, 8, 9, 22
13408, 8, 9, 23
15065, 8, 9, 24
16866, 8, 9, 25
18817, 8, 9, 26
20924, 8, 9, 27
23193, 8, 9, 28
25630, 8, 9, 29
28241, 8, 9, 30
31032, 8, 9, 31
34009, 8, 9, 32
37178, 8, 9, 33
40545, 8, 9, 34
44116, 8, 9, 35
47897, 8, 9, 36
51894, 8, 9, 37
56113, 8, 9, 38
60560, 8, 9, 39
65241, 8, 9, 40
70162, 8, 9, 41
75329, 8, 9, 42
80748, 8, 9, 43
86425, 8, 9, 44
92366, 8, 9, 45
98577, 8, 9, 46
2512, 8, 10, 10
2843, 8, 10, 11
3240, 8, 10, 12
3709, 8, 10, 13
4256, 8, 10, 14
4887, 8, 10, 15
5608, 8, 10, 16
6425, 8, 10, 17
7344, 8, 10, 18
8371, 8, 10, 19
9512, 8, 10, 20
13679, 8, 10, 23
15336, 8, 10, 24
17137, 8, 10, 25
19088, 8, 10, 26
21195, 8, 10, 27
23464, 8, 10, 28
25901, 8, 10, 29
31303, 8, 10, 31
34280, 8, 10, 32
37449, 8, 10, 33
40816, 8, 10, 34
44387, 8, 10, 35
52165, 8, 10, 37
56384, 8, 10, 38
60831, 8, 10, 39
65512, 8, 10, 40
70433, 8, 10, 41
75600, 8, 10, 42
81019, 8, 10, 43
86696, 8, 10, 44
92637, 8, 10, 45
98848, 8, 10, 46
3174, 8, 11, 11
3571, 8, 11, 12
4040, 8, 11, 13
4587, 8, 11, 14
5218, 8, 11, 15
5939, 8, 11, 16
6756, 8, 11, 17
7675, 8, 11, 18
8702, 8, 11, 19
9843, 8, 11, 20
11104, 8, 11, 21
12491, 8, 11, 22
14010, 8, 11, 23
17468, 8, 11, 25
19419, 8, 11, 26
21526, 8, 11, 27
23795, 8, 11, 28
26232, 8, 11, 29
28843, 8, 11, 30
31634, 8, 11, 31
34611, 8, 11, 32
37780, 8, 11, 33
41147, 8, 11, 34
44718, 8, 11, 35
48499, 8, 11, 36
56715, 8, 11, 38
61162, 8, 11, 39
65843, 8, 11, 40
70764, 8, 11, 41
75931, 8, 11, 42
81350, 8, 11, 43
87027, 8, 11, 44
92968, 8, 11, 45
99179, 8, 11, 46
3968, 8, 12, 12
4984, 8, 12, 14
5615, 8, 12, 15
6336, 8, 12, 16
7153, 8, 12, 17
9099, 8, 12, 19
10240, 8, 12, 20
11501, 8, 12, 21
12888, 8, 12, 22
14407, 8, 12, 23
17865, 8, 12, 25
21923, 8, 12, 27
24192, 8, 12, 28
26629, 8, 12, 29
29240, 8, 12, 30
32031, 8, 12, 31
38177, 8, 12, 33
41544, 8, 12, 34
45115, 8, 12, 35
48896, 8, 12, 36
52893, 8, 12, 37
57112, 8, 12, 38
61559, 8, 12, 39
66240, 8, 12, 40
71161, 8, 12, 41
76328, 8, 12, 42
81747, 8, 12, 43
87424, 8, 12, 44
93365, 8, 12, 45
99576, 8, 12, 46
4906, 8, 13, 13
5453, 8, 13, 14
6084, 8, 13, 15
6805, 8, 13, 16
7622, 8, 13, 17
8541, 8, 13, 18
9568, 8, 13, 19
10709, 8, 13, 20
11970, 8, 13, 21
14876, 8, 13, 23
16533, 8, 13, 24
18334, 8, 13, 25
20285, 8, 13, 26
22392, 8, 13, 27
24661, 8, 13, 28
27098, 8, 13, 29
29709, 8, 13, 30
32500, 8, 13, 31
35477, 8, 13, 32
38646, 8, 13, 33
42013, 8, 13, 34
45584, 8, 13, 35
49365, 8, 13, 36
53362, 8, 13, 37
57581, 8, 13, 38
62028, 8, 13, 39
66709, 8, 13, 40
71630, 8, 13, 41
76797, 8, 13, 42
82216, 8, 13, 43
87893, 8, 13, 44
93834, 8, 13, 45
6000, 8, 14, 14
6631, 8, 14, 15
7352, 8, 14, 16
8169, 8, 14, 17
9088, 8, 14, 18
11256, 8, 14, 20
12517, 8, 14, 21
13904, 8, 14, 22
15423, 8, 14, 23
18881, 8, 14, 25
20832, 8, 14, 26
22939, 8, 14, 27
25208, 8, 14, 28
27645, 8, 14, 29
30256, 8, 14, 30
33047, 8, 14, 31
36024, 8, 14, 32
39193, 8, 14, 33
42560, 8, 14, 34
46131, 8, 14, 35
49912, 8, 14, 36
53909, 8, 14, 37
58128, 8, 14, 38
62575, 8, 14, 39
67256, 8, 14, 40
72177, 8, 14, 41
77344, 8, 14, 42
82763, 8, 14, 43
88440, 8, 14, 44
94381, 8, 14, 45
7262, 8, 15, 15
7983, 8, 15, 16
8800, 8, 15, 17
9719, 8, 15, 18
11887, 8, 15, 20
13148, 8, 15, 21
14535, 8, 15, 22
16054, 8, 15, 23
17711, 8, 15, 24
19512, 8, 15, 25
21463, 8, 15, 26
23570, 8, 15, 27
25839, 8, 15, 28
28276, 8, 15, 29
30887, 8, 15, 30
33678, 8, 15, 31
36655, 8, 15, 32
43191, 8, 15, 34
46762, 8, 15, 35
50543, 8, 15, 36
54540, 8, 15, 37
58759, 8, 15, 38
63206, 8, 15, 39
67887, 8, 15, 40
72808, 8, 15, 41
77975, 8, 15, 42
83394, 8, 15, 43
89071, 8, 15, 44
95012, 8, 15, 45
8704, 8, 16, 16
9521, 8, 16, 17
10440, 8, 16, 18
11467, 8, 16, 19
12608, 8, 16, 20
13869, 8, 16, 21
15256, 8, 16, 22
16775, 8, 16, 23
18432, 8, 16, 24
20233, 8, 16, 25
22184, 8, 16, 26
24291, 8, 16, 27
26560, 8, 16, 28
28997, 8, 16, 29
31608, 8, 16, 30
34399, 8, 16, 31
37376, 8, 16, 32
47483, 8, 16, 35
51264, 8, 16, 36
55261, 8, 16, 37
59480, 8, 16, 38
63927, 8, 16, 39
73529, 8, 16, 41
78696, 8, 16, 42
84115, 8, 16, 43
89792, 8, 16, 44
95733, 8, 16, 45
10338, 8, 17, 17
11257, 8, 17, 18
12284, 8, 17, 19
13425, 8, 17, 20
14686, 8, 17, 21
16073, 8, 17, 22
19249, 8, 17, 24
21050, 8, 17, 25
23001, 8, 17, 26
25108, 8, 17, 27
27377, 8, 17, 28
29814, 8, 17, 29
32425, 8, 17, 30
38193, 8, 17, 32
41362, 8, 17, 33
44729, 8, 17, 34
48300, 8, 17, 35
52081, 8, 17, 36
56078, 8, 17, 37
60297, 8, 17, 38
64744, 8, 17, 39
69425, 8, 17, 40
74346, 8, 17, 41
79513, 8, 17, 42
84932, 8, 17, 43
90609, 8, 17, 44
96550, 8, 17, 45
13203, 8, 18, 19
15605, 8, 18, 21
16992, 8, 18, 22
18511, 8, 18, 23
21969, 8, 18, 25
23920, 8, 18, 26
26027, 8, 18, 27
28296, 8, 18, 28
30733, 8, 18, 29
36135, 8, 18, 31
39112, 8, 18, 32
42281, 8, 18, 33
45648, 8, 18, 34
49219, 8, 18, 35
53000, 8, 18, 36
56997, 8, 18, 37
61216, 8, 18, 38
65663, 8, 18, 39
75265, 8, 18, 41
80432, 8, 18, 42
85851, 8, 18, 43
91528, 8, 18, 44
14230, 8, 19, 19
18019, 8, 19, 22
19538, 8, 19, 23
22996, 8, 19, 25
24947, 8, 19, 26
29323, 8, 19, 28
31760, 8, 19, 29
34371, 8, 19, 30
37162, 8, 19, 31
43308, 8, 19, 33
46675, 8, 19, 34
50246, 8, 19, 35
58024, 8, 19, 37
62243, 8, 19, 38
66690, 8, 19, 39
71371, 8, 19, 40
81459, 8, 19, 42
86878, 8, 19, 43
92555, 8, 19, 44
98496, 8, 19, 45
16512, 8, 20, 20
17773, 8, 20, 21
19160, 8, 20, 22
20679, 8, 20, 23
22336, 8, 20, 24
24137, 8, 20, 25
26088, 8, 20, 26
28195, 8, 20, 27
30464, 8, 20, 28
38303, 8, 20, 31
41280, 8, 20, 32
44449, 8, 20, 33
47816, 8, 20, 34
51387, 8, 20, 35
55168, 8, 20, 36
59165, 8, 20, 37
63384, 8, 20, 38
67831, 8, 20, 39
77433, 8, 20, 41
82600, 8, 20, 42
88019, 8, 20, 43
93696, 8, 20, 44
99637, 8, 20, 45
20421, 8, 21, 22
21940, 8, 21, 23
23597, 8, 21, 24
25398, 8, 21, 25
29456, 8, 21, 27
31725, 8, 21, 28
34162, 8, 21, 29
36773, 8, 21, 30
39564, 8, 21, 31
42541, 8, 21, 32
45710, 8, 21, 33
52648, 8, 21, 35
56429, 8, 21, 36
60426, 8, 21, 37
64645, 8, 21, 38
69092, 8, 21, 39
73773, 8, 21, 40
78694, 8, 21, 41
83861, 8, 21, 42
94957, 8, 21, 44
21808, 8, 22, 22
23327, 8, 22, 23
24984, 8, 22, 24
26785, 8, 22, 25
30843, 8, 22, 27
35549, 8, 22, 29
38160, 8, 22, 30
40951, 8, 22, 31
43928, 8, 22, 32
47097, 8, 22, 33
50464, 8, 22, 34
54035, 8, 22, 35
57816, 8, 22, 36
61813, 8, 22, 37
66032, 8, 22, 38
70479, 8, 22, 39
80081, 8, 22, 41
90667, 8, 22, 43
96344, 8, 22, 44
24846, 8, 23, 23
26503, 8, 23, 24
28304, 8, 23, 25
30255, 8, 23, 26
32362, 8, 23, 27
34631, 8, 23, 28
37068, 8, 23, 29
39679, 8, 23, 30
42470, 8, 23, 31
45447, 8, 23, 32
48616, 8, 23, 33
51983, 8, 23, 34
55554, 8, 23, 35
63332, 8, 23, 37
67551, 8, 23, 38
71998, 8, 23, 39
76679, 8, 23, 40
81600, 8, 23, 41
86767, 8, 23, 42
92186, 8, 23, 43
97863, 8, 23, 44
28160, 8, 24, 24
29961, 8, 24, 25
31912, 8, 24, 26
34019, 8, 24, 27
41336, 8, 24, 30
44127, 8, 24, 31
47104, 8, 24, 32
50273, 8, 24, 33
57211, 8, 24, 35
60992, 8, 24, 36
64989, 8, 24, 37
69208, 8, 24, 38
73655, 8, 24, 39
78336, 8, 24, 40
83257, 8, 24, 41
88424, 8, 24, 42
93843, 8, 24, 43
99520, 8, 24, 44
31762, 8, 25, 25
35820, 8, 25, 27
38089, 8, 25, 28
40526, 8, 25, 29
43137, 8, 25, 30
45928, 8, 25, 31
48905, 8, 25, 32
52074, 8, 25, 33
55441, 8, 25, 34
59012, 8, 25, 35
62793, 8, 25, 36
66790, 8, 25, 37
71009, 8, 25, 38
75456, 8, 25, 39
80137, 8, 25, 40
85058, 8, 25, 41
90225, 8, 25, 42
95644, 8, 25, 43
35664, 8, 26, 26
37771, 8, 26, 27
40040, 8, 26, 28
42477, 8, 26, 29
45088, 8, 26, 30
47879, 8, 26, 31
50856, 8, 26, 32
54025, 8, 26, 33
57392, 8, 26, 34
60963, 8, 26, 35
68741, 8, 26, 37
72960, 8, 26, 38
77407, 8, 26, 39
87009, 8, 26, 41
92176, 8, 26, 42
97595, 8, 26, 43
39878, 8, 27, 27
42147, 8, 27, 28
49986, 8, 27, 31
52963, 8, 27, 32
56132, 8, 27, 33
59499, 8, 27, 34
63070, 8, 27, 35
66851, 8, 27, 36
70848, 8, 27, 37
75067, 8, 27, 38
79514, 8, 27, 39
84195, 8, 27, 40
89116, 8, 27, 41
94283, 8, 27, 42
99702, 8, 27, 43
44416, 8, 28, 28
46853, 8, 28, 29
52255, 8, 28, 31
55232, 8, 28, 32
58401, 8, 28, 33
61768, 8, 28, 34
69120, 8, 28, 36
73117, 8, 28, 37
77336, 8, 28, 38
81783, 8, 28, 39
86464, 8, 28, 40
91385, 8, 28, 41
96552, 8, 28, 42
49290, 8, 29, 29
51901, 8, 29, 30
54692, 8, 29, 31
57669, 8, 29, 32
60838, 8, 29, 33
64205, 8, 29, 34
67776, 8, 29, 35
71557, 8, 29, 36
75554, 8, 29, 37
79773, 8, 29, 38
84220, 8, 29, 39
88901, 8, 29, 40
93822, 8, 29, 41
98989, 8, 29, 42
54512, 8, 30, 30
57303, 8, 30, 31
60280, 8, 30, 32
63449, 8, 30, 33
66816, 8, 30, 34
70387, 8, 30, 35
74168, 8, 30, 36
78165, 8, 30, 37
82384, 8, 30, 38
86831, 8, 30, 39
91512, 8, 30, 40
96433, 8, 30, 41
60094, 8, 31, 31
63071, 8, 31, 32
73178, 8, 31, 35
80956, 8, 31, 37
85175, 8, 31, 38
89622, 8, 31, 39
94303, 8, 31, 40
66048, 8, 32, 32
69217, 8, 32, 33
72584, 8, 32, 34
76155, 8, 32, 35
79936, 8, 32, 36
83933, 8, 32, 37
88152, 8, 32, 38
92599, 8, 32, 39
97280, 8, 32, 40
72386, 8, 33, 33
75753, 8, 33, 34
79324, 8, 33, 35
83105, 8, 33, 36
87102, 8, 33, 37
91321, 8, 33, 38
95768, 8, 33, 39
79120, 8, 34, 34
82691, 8, 34, 35
86472, 8, 34, 36
90469, 8, 34, 37
94688, 8, 34, 38
99135, 8, 34, 39
86262, 8, 35, 35
90043, 8, 35, 36
94040, 8, 35, 37
98259, 8, 35, 38
93824, 8, 36, 36
97821, 8, 36, 37
2187, 9, 9, 9
2789, 9, 9, 11
3186, 9, 9, 12
4202, 9, 9, 14
5554, 9, 9, 16
7290, 9, 9, 18
9458, 9, 9, 20
10719, 9, 9, 21
12106, 9, 9, 22
13625, 9, 9, 23
15282, 9, 9, 24
17083, 9, 9, 25
21141, 9, 9, 27
23410, 9, 9, 28
25847, 9, 9, 29
28458, 9, 9, 30
34226, 9, 9, 32
37395, 9, 9, 33
40762, 9, 9, 34
44333, 9, 9, 35
48114, 9, 9, 36
52111, 9, 9, 37
56330, 9, 9, 38
60777, 9, 9, 39
65458, 9, 9, 40
70379, 9, 9, 41
75546, 9, 9, 42
80965, 9, 9, 43
86642, 9, 9, 44
92583, 9, 9, 45
98794, 9, 9, 46
3788, 9, 11, 12
4257, 9, 11, 13
4804, 9, 11, 14
6156, 9, 11, 16
6973, 9, 11, 17
7892, 9, 11, 18
10060, 9, 11, 20
11321, 9, 11, 21
12708, 9, 11, 22
14227, 9, 11, 23
15884, 9, 11, 24
17685, 9, 11, 25
19636, 9, 11, 26
21743, 9, 11, 27
24012, 9, 11, 28
26449, 9, 11, 29
29060, 9, 11, 30
34828, 9, 11, 32
37997, 9, 11, 33
41364, 9, 11, 34
48716, 9, 11, 36
52713, 9, 11, 37
56932, 9, 11, 38
61379, 9, 11, 39
66060, 9, 11, 40
70981, 9, 11, 41
76148, 9, 11, 42
81567, 9, 11, 43
87244, 9, 11, 44
99396, 9, 11, 46
4185, 9, 12, 12
4654, 9, 12, 13
5201, 9, 12, 14
6553, 9, 12, 16
7370, 9, 12, 17
9316, 9, 12, 19
10457, 9, 12, 20
13105, 9, 12, 22
14624, 9, 12, 23
16281, 9, 12, 24
18082, 9, 12, 25
20033, 9, 12, 26
22140, 9, 12, 27
24409, 9, 12, 28
26846, 9, 12, 29
32248, 9, 12, 31
35225, 9, 12, 32
38394, 9, 12, 33
41761, 9, 12, 34
45332, 9, 12, 35
49113, 9, 12, 36
53110, 9, 12, 37
57329, 9, 12, 38
61776, 9, 12, 39
66457, 9, 12, 40
71378, 9, 12, 41
76545, 9, 12, 42
81964, 9, 12, 43
93582, 9, 12, 45
99793, 9, 12, 46
5670, 9, 13, 14
7022, 9, 13, 16
7839, 9, 13, 17
8758, 9, 13, 18
9785, 9, 13, 19
10926, 9, 13, 20
12187, 9, 13, 21
13574, 9, 13, 22
18551, 9, 13, 25
20502, 9, 13, 26
24878, 9, 13, 28
27315, 9, 13, 29
29926, 9, 13, 30
32717, 9, 13, 31
35694, 9, 13, 32
38863, 9, 13, 33
42230, 9, 13, 34
45801, 9, 13, 35
49582, 9, 13, 36
57798, 9, 13, 38
62245, 9, 13, 39
66926, 9, 13, 40
71847, 9, 13, 41
77014, 9, 13, 42
82433, 9, 13, 43
88110, 9, 13, 44
94051, 9, 13, 45
6217, 9, 14, 14
7569, 9, 14, 16
8386, 9, 14, 17
9305, 9, 14, 18
10332, 9, 14, 19
11473, 9, 14, 20
12734, 9, 14, 21
14121, 9, 14, 22
15640, 9, 14, 23
17297, 9, 14, 24
19098, 9, 14, 25
21049, 9, 14, 26
23156, 9, 14, 27
25425, 9, 14, 28
27862, 9, 14, 29
30473, 9, 14, 30
33264, 9, 14, 31
36241, 9, 14, 32
39410, 9, 14, 33
42777, 9, 14, 34
46348, 9, 14, 35
50129, 9, 14, 36
54126, 9, 14, 37
58345, 9, 14, 38
62792, 9, 14, 39
67473, 9, 14, 40
72394, 9, 14, 41
77561, 9, 14, 42
82980, 9, 14, 43
88657, 9, 14, 44
94598, 9, 14, 45
8921, 9, 16, 16
9738, 9, 16, 17
11684, 9, 16, 19
12825, 9, 16, 20
14086, 9, 16, 21
15473, 9, 16, 22
20450, 9, 16, 25
22401, 9, 16, 26
24508, 9, 16, 27
26777, 9, 16, 28
29214, 9, 16, 29
31825, 9, 16, 30
34616, 9, 16, 31
37593, 9, 16, 32
44129, 9, 16, 34
47700, 9, 16, 35
51481, 9, 16, 36
55478, 9, 16, 37
59697, 9, 16, 38
64144, 9, 16, 39
68825, 9, 16, 40
73746, 9, 16, 41
78913, 9, 16, 42
84332, 9, 16, 43
90009, 9, 16, 44
95950, 9, 16, 45
10555, 9, 17, 17
11474, 9, 17, 18
13642, 9, 17, 20
14903, 9, 17, 21
17809, 9, 17, 23
19466, 9, 17, 24
21267, 9, 17, 25
23218, 9, 17, 26
25325, 9, 17, 27
27594, 9, 17, 28
30031, 9, 17, 29
32642, 9, 17, 30
38410, 9, 17, 32
41579, 9, 17, 33
48517, 9, 17, 35
52298, 9, 17, 36
56295, 9, 17, 37
60514, 9, 17, 38
64961, 9, 17, 39
69642, 9, 17, 40
79730, 9, 17, 42
85149, 9, 17, 43
90826, 9, 17, 44
96767, 9, 17, 45
12393, 9, 18, 18
13420, 9, 18, 19
15822, 9, 18, 21
17209, 9, 18, 22
18728, 9, 18, 23
20385, 9, 18, 24
22186, 9, 18, 25
26244, 9, 18, 27
28513, 9, 18, 28
30950, 9, 18, 29
36352, 9, 18, 31
39329, 9, 18, 32
42498, 9, 18, 33
45865, 9, 18, 34
49436, 9, 18, 35
53217, 9, 18, 36
57214, 9, 18, 37
61433, 9, 18, 38
65880, 9, 18, 39
75482, 9, 18, 41
80649, 9, 18, 42
86068, 9, 18, 43
91745, 9, 18, 44
97686, 9, 18, 45
14447, 9, 19, 19
16849, 9, 19, 21
18236, 9, 19, 22
23213, 9, 19, 25
25164, 9, 19, 26
27271, 9, 19, 27
34588, 9, 19, 30
37379, 9, 19, 31
40356, 9, 19, 32
46892, 9, 19, 34
50463, 9, 19, 35
58241, 9, 19, 37
62460, 9, 19, 38
66907, 9, 19, 39
71588, 9, 19, 40
76509, 9, 19, 41
81676, 9, 19, 42
87095, 9, 19, 43
92772, 9, 19, 44
16729, 9, 20, 20
17990, 9, 20, 21
19377, 9, 20, 22
20896, 9, 20, 23
24354, 9, 20, 25
26305, 9, 20, 26
28412, 9, 20, 27
30681, 9, 20, 28
33118, 9, 20, 29
35729, 9, 20, 30
38520, 9, 20, 31
41497, 9, 20, 32
44666, 9, 20, 33
48033, 9, 20, 34
51604, 9, 20, 35
59382, 9, 20, 37
63601, 9, 20, 38
68048, 9, 20, 39
72729, 9, 20, 40
77650, 9, 20, 41
82817, 9, 20, 42
88236, 9, 20, 43
93913, 9, 20, 44
99854, 9, 20, 45
19251, 9, 21, 21
20638, 9, 21, 22
22157, 9, 21, 23
23814, 9, 21, 24
25615, 9, 21, 25
27566, 9, 21, 26
29673, 9, 21, 27
31942, 9, 21, 28
34379, 9, 21, 29
36990, 9, 21, 30
39781, 9, 21, 31
42758, 9, 21, 32
45927, 9, 21, 33
49294, 9, 21, 34
52865, 9, 21, 35
56646, 9, 21, 36
60643, 9, 21, 37
64862, 9, 21, 38
69309, 9, 21, 39
73990, 9, 21, 40
78911, 9, 21, 41
84078, 9, 21, 42
89497, 9, 21, 43
95174, 9, 21, 44
22025, 9, 22, 22
23544, 9, 22, 23
25201, 9, 22, 24
28953, 9, 22, 26
31060, 9, 22, 27
33329, 9, 22, 28
35766, 9, 22, 29
